state,scenario,analysis,emissions,MismatchMult
NC,Low Nuclear CCS Cost 95 by 2035,v6.2nei_low,95% by 2035,1.6990432245619913
NC,Low Nuclear CCS Cost 95 by 2035,v6.2nei_mid,95% by 2035,1.7331325309965702
NC,Low Nuclear CCS Cost 95 by 2050,v6.2jedi_high,95% by 2050,2.519413315952594
NC,Low Nuclear CCS Cost 95 by 2050,v6.2jedi_low,95% by 2050,2.434065328936733
NC,Low Nuclear CCS Cost 95 by 2050,v6.2jedi_mid,95% by 2050,2.4863885847142746
NC,Low Nuclear CCS Cost 95 by 2050,v6.2nei_high,95% by 2050,2.2646216755748543
NC,Low Nuclear CCS Cost 95 by 2050,v6.2nei_low,95% by 2050,2.206024238751271
NC,Low Nuclear CCS Cost 95 by 2050,v6.2nei_mid,95% by 2050,2.2415495194803308
NC,Low RE Cost,v6.2jedi_high,NNP,1.064658915467661
NC,Low RE Cost,v6.2jedi_low,NNP,1.0459390859638564
NC,Low RE Cost,v6.2jedi_mid,NNP,1.0534126591957838
NC,Low RE Cost,v6.2nei_high,NNP,0.9714378035232026
NC,Low RE Cost,v6.2nei_low,NNP,0.9600003883136332
NC,Low RE Cost,v6.2nei_mid,NNP,0.9636603428917063
NC,Low RE Cost 95 by 2035,v6.2jedi_high,95% by 2035,1.6248886231367232
NC,Low RE Cost 95 by 2035,v6.2jedi_low,95% by 2035,1.5692970926813425
NC,Low RE Cost 95 by 2035,v6.2jedi_mid,95% by 2035,1.6050268728133799
NC,Low RE Cost 95 by 2035,v6.2nei_high,95% by 2035,1.41640812707614
NC,Low RE Cost 95 by 2035,v6.2nei_low,95% by 2035,1.3798661710351015
NC,Low RE Cost 95 by 2035,v6.2nei_mid,95% by 2035,1.4032111288380225
NC,Low RE Cost 95 by 2050,v6.2jedi_high,95% by 2050,1.2700287463375044
NC,Low RE Cost 95 by 2050,v6.2jedi_low,95% by 2050,1.2739515264037784
NC,Low RE Cost 95 by 2050,v6.2jedi_mid,95% by 2050,1.2607475377637387
NC,Low RE Cost 95 by 2050,v6.2nei_high,95% by 2050,1.133902173905629
NC,Low RE Cost 95 by 2050,v6.2nei_low,95% by 2050,1.1421667805400177
NC,Low RE Cost 95 by 2050,v6.2nei_mid,95% by 2050,1.1282108031375409
NC,Low Trans,v6.2jedi_high,NNP,1.0251451396918385
NC,Low Trans,v6.2jedi_low,NNP,0.99961121493608
NC,Low Trans,v6.2jedi_mid,NNP,1.0118243352973864
NC,Low Trans,v6.2nei_high,NNP,0.9398208631049323
NC,Low Trans,v6.2nei_low,NNP,0.9226598614337544
NC,Low Trans,v6.2nei_mid,NNP,0.93031403843089
NC,Low Trans 95 by 2035,v6.2jedi_high,95% by 2035,1.5597616797706795
NC,Low Trans 95 by 2035,v6.2jedi_low,95% by 2035,1.505462912293242
NC,Low Trans 95 by 2035,v6.2jedi_mid,95% by 2035,1.5406200133854278
NC,Low Trans 95 by 2035,v6.2nei_high,95% by 2035,1.3621455646648957
NC,Low Trans 95 by 2035,v6.2nei_low,95% by 2035,1.3262605237146265
NC,Low Trans 95 by 2035,v6.2nei_mid,95% by 2035,1.3494073426297253
NC,Low Trans 95 by 2050,v6.2jedi_high,95% by 2050,1.0569552716644286
NC,Low Trans 95 by 2050,v6.2jedi_low,95% by 2050,1.0732554420737486
NC,Low Trans 95 by 2050,v6.2jedi_mid,95% by 2050,1.0520156935783154
NC,Low Trans 95 by 2050,v6.2nei_high,95% by 2050,0.9649478623316403
NC,Low Trans 95 by 2050,v6.2nei_low,95% by 2050,0.9814139680202348
NC,Low Trans 95 by 2050,v6.2nei_mid,95% by 2050,0.9621653050225263
NC,Mid Case,v6.2jedi_high,NNP,1.0611599465831263
NC,Mid Case,v6.2jedi_low,NNP,1.018781857156643
NC,Mid Case,v6.2jedi_mid,NNP,1.0454755696354654
NC,Mid Case,v6.2nei_high,NNP,0.9686005586171617
NC,Mid Case,v6.2nei_low,NNP,0.9382319437411213
NC,Mid Case,v6.2nei_mid,NNP,0.9572941602616447
NC,Mid Case 95 by 2035,v6.2jedi_high,95% by 2035,1.4828732692115723
NC,Mid Case 95 by 2035,v6.2jedi_low,95% by 2035,1.4307136988686069
NC,Mid Case 95 by 2035,v6.2jedi_mid,95% by 2035,1.464493162372952
NC,Mid Case 95 by 2035,v6.2nei_high,95% by 2035,1.302235806574962
NC,Mid Case 95 by 2035,v6.2nei_low,95% by 2035,1.2673590862711852
NC,Mid Case 95 by 2035,v6.2nei_mid,95% by 2035,1.2898709446851258
NC,Mid Case 95 by 2050,v6.2jedi_high,95% by 2050,1.2981577344090052
NC,Mid Case 95 by 2050,v6.2jedi_low,95% by 2050,1.3018053518894332
NC,Mid Case 95 by 2050,v6.2jedi_mid,95% by 2050,1.288713655551927
NC,Mid Case 95 by 2050,v6.2nei_high,95% by 2050,1.1562433020446445
NC,Mid Case 95 by 2050,v6.2nei_low,95% by 2050,1.1644769616548176
NC,Mid Case 95 by 2050,v6.2nei_mid,95% by 2050,1.1504919421384698
NC,Mid Case Base Flex,v6.2jedi_high,NNP,1.0232252486507256
NC,Mid Case Base Flex,v6.2jedi_low,NNP,1.0090115811164035
NC,Mid Case Base Flex,v6.2jedi_mid,NNP,1.0117086525363048
NC,Mid Case Base Flex,v6.2nei_high,NNP,0.9386089269501111
NC,Mid Case Base Flex,v6.2nei_low,NNP,0.9304317922817416
NC,Mid Case Base Flex,v6.2nei_mid,NNP,0.9305110546658765
NC,Mid Case Base Flex 95 by 2035,v6.2jedi_high,95% by 2035,1.5258302688990633
NC,Mid Case Base Flex 95 by 2035,v6.2jedi_low,95% by 2035,1.473095604011563
NC,Mid Case Base Flex 95 by 2035,v6.2jedi_mid,95% by 2035,1.5072732442502785
NC,Mid Case Base Flex 95 by 2035,v6.2nei_high,95% by 2035,1.336352924060809
NC,Mid Case Base Flex 95 by 2035,v6.2nei_low,95% by 2035,1.3013481298316878
NC,Mid Case Base Flex 95 by 2035,v6.2nei_mid,95% by 2035,1.3239559960377838
NC,Mid Case Base Flex 95 by 2050,v6.2jedi_high,95% by 2050,1.1376359304229229
NC,Mid Case Base Flex 95 by 2050,v6.2jedi_low,95% by 2050,1.1494960622781354
NC,Mid Case Base Flex 95 by 2050,v6.2jedi_mid,95% by 2050,1.1302225409582005
NC,Mid Case Base Flex 95 by 2050,v6.2nei_high,95% by 2050,1.029294990538857
NC,Mid Case Base Flex 95 by 2050,v6.2nei_low,95% by 2050,1.0428275261284965
NC,Mid Case Base Flex 95 by 2050,v6.2nei_mid,95% by 2050,1.0247427517077807
NC,PTC ITC Ext,v6.2jedi_high,NNP,1.0409982726897546
NC,PTC ITC Ext,v6.2jedi_low,NNP,1.003375093659446
NC,PTC ITC Ext,v6.2jedi_mid,NNP,1.0275513738730464
NC,PTC ITC Ext,v6.2nei_high,NNP,0.9530185156314802
NC,PTC ITC Ext,v6.2nei_low,NNP,0.9262324569498679
NC,PTC ITC Ext,v6.2nei_mid,NNP,0.9434152996693772
NC,PTC ITC Ext 95 by 2035,v6.2jedi_high,95% by 2035,1.1102505525397988
NC,PTC ITC Ext 95 by 2035,v6.2jedi_low,95% by 2035,1.0779671958728352
NC,PTC ITC Ext 95 by 2035,v6.2jedi_mid,95% by 2035,1.0977750379984603
NC,PTC ITC Ext 95 by 2035,v6.2nei_high,95% by 2035,1.0080638254944392
NC,PTC ITC Ext 95 by 2035,v6.2nei_low,95% by 2035,0.9860764472486173
NC,PTC ITC Ext 95 by 2035,v6.2nei_mid,95% by 2035,0.9994054188276023
NC,PTC ITC Ext 95 by 2050,v6.2jedi_high,95% by 2050,1.2073594826207446
NC,PTC ITC Ext 95 by 2050,v6.2jedi_low,95% by 2050,1.196856080230799
NC,PTC ITC Ext 95 by 2050,v6.2jedi_mid,95% by 2050,1.1976203392375617
NC,PTC ITC Ext 95 by 2050,v6.2nei_high,95% by 2050,1.0849197229384444
NC,PTC ITC Ext 95 by 2050,v6.2nei_low,95% by 2050,1.0810973055698208
NC,PTC ITC Ext 95 by 2050,v6.2nei_mid,95% by 2050,1.0786814439887136
NC,Reduced RE Resource,v6.2jedi_high,NNP,1.0706647016534099
NC,Reduced RE Resource,v6.2jedi_low,NNP,1.0233589167623125
NC,Reduced RE Resource,v6.2jedi_mid,NNP,1.0529254278394091
NC,Reduced RE Resource,v6.2nei_high,NNP,0.976153148339509
NC,Reduced RE Resource,v6.2nei_low,NNP,0.941918127354024
NC,Reduced RE Resource,v6.2nei_mid,NNP,0.9632388621338627
NC,Reduced RE Resource 95 by 2035,v6.2jedi_high,95% by 2035,1.4232286056578338
NC,Reduced RE Resource 95 by 2035,v6.2jedi_low,95% by 2035,1.3548063446774208
NC,Reduced RE Resource 95 by 2035,v6.2jedi_mid,95% by 2035,1.3999735591583684
NC,Reduced RE Resource 95 by 2035,v6.2nei_high,95% by 2035,1.2553342701035006
NC,Reduced RE Resource 95 by 2035,v6.2nei_low,95% by 2035,1.2069865797533743
NC,Reduced RE Resource 95 by 2035,v6.2nei_mid,95% by 2035,1.2389436841577495
NC,Reduced RE Resource 95 by 2050,v6.2jedi_high,95% by 2050,1.162366352645564
NC,Reduced RE Resource 95 by 2050,v6.2jedi_low,95% by 2050,1.1108438659598268
NC,Reduced RE Resource 95 by 2050,v6.2jedi_mid,95% by 2050,1.1437175928763992
NC,Reduced RE Resource 95 by 2050,v6.2nei_high,95% by 2050,1.0497457710717926
NC,Reduced RE Resource 95 by 2050,v6.2nei_low,95% by 2050,1.0128221391268122
NC,Reduced RE Resource 95 by 2050,v6.2nei_mid,95% by 2050,1.0363319311778911
ND,Electrification,v6.2jedi_high,NNP,2.1027250721121495
ND,Electrification,v6.2jedi_low,NNP,2.4289983797031387
ND,Electrification,v6.2jedi_mid,NNP,2.1493258675336038
ND,Electrification,v6.2nei_high,NNP,2.1027250721121495
ND,Electrification,v6.2nei_low,NNP,2.4289983797031387
ND,Electrification,v6.2nei_mid,NNP,2.1493258675336038
ND,Electrification 95 by 2035,v6.2jedi_high,95% by 2035,80.89113941369139
ND,Electrification 95 by 2035,v6.2jedi_low,95% by 2035,78.81879692323493
ND,Electrification 95 by 2035,v6.2jedi_mid,95% by 2035,79.83096081318118
ND,Electrification 95 by 2035,v6.2nei_high,95% by 2035,80.89113941369139
ND,Electrification 95 by 2035,v6.2nei_low,95% by 2035,78.81879692323493
ND,Electrification 95 by 2035,v6.2nei_mid,95% by 2035,79.83096081318118
ND,Electrification 95 by 2050,v6.2jedi_high,95% by 2050,12.112212322095454
ND,Electrification 95 by 2050,v6.2jedi_low,95% by 2050,11.857146901885129
ND,Electrification 95 by 2050,v6.2jedi_mid,95% by 2050,11.978062436933659
ND,Electrification 95 by 2050,v6.2nei_high,95% by 2050,12.112212322095454
ND,Electrification 95 by 2050,v6.2nei_low,95% by 2050,11.857146901885129
ND,Electrification 95 by 2050,v6.2nei_mid,95% by 2050,11.978062436933659
ND,Electrification EnhancedFlex,v6.2jedi_high,NNP,1.478837863642493
ND,Electrification EnhancedFlex,v6.2jedi_low,NNP,1.610757258685399
ND,Electrification EnhancedFlex,v6.2jedi_mid,NNP,1.499446494112716
ND,Electrification EnhancedFlex,v6.2nei_high,NNP,1.478837863642493
ND,Electrification EnhancedFlex,v6.2nei_low,NNP,1.610757258685399
ND,Electrification EnhancedFlex,v6.2nei_mid,NNP,1.499446494112716
ND,Electrification EnhancedFlex 95 by 2035,v6.2jedi_high,95% by 2035,71.50181883287685
ND,Electrification EnhancedFlex 95 by 2035,v6.2jedi_low,95% by 2035,69.39797463213792
ND,Electrification EnhancedFlex 95 by 2035,v6.2jedi_mid,95% by 2035,70.5166969493276
ND,Electrification EnhancedFlex 95 by 2035,v6.2nei_high,95% by 2035,71.50181883287685
ND,Electrification EnhancedFlex 95 by 2035,v6.2nei_low,95% by 2035,69.39797463213792
ND,Electrification EnhancedFlex 95 by 2035,v6.2nei_mid,95% by 2035,70.5166969493276
ND,Electrification EnhancedFlex 95 by 2050,v6.2jedi_high,95% by 2050,11.924491883640972
ND,Electrification EnhancedFlex 95 by 2050,v6.2jedi_low,95% by 2050,11.557248904561572
ND,Electrification EnhancedFlex 95 by 2050,v6.2jedi_mid,95% by 2050,11.774800792357906
ND,Electrification EnhancedFlex 95 by 2050,v6.2nei_high,95% by 2050,11.924491883640972
ND,Electrification EnhancedFlex 95 by 2050,v6.2nei_low,95% by 2050,11.557248904561572
ND,Electrification EnhancedFlex 95 by 2050,v6.2nei_mid,95% by 2050,11.774800792357908
ND,High Demand Growth,v6.2jedi_high,NNP,1.0266793123598557
ND,High Demand Growth,v6.2jedi_low,NNP,1.161875597325322
ND,High Demand Growth,v6.2jedi_mid,NNP,1.0504183315680478
ND,High Demand Growth,v6.2nei_high,NNP,1.0266793123598557
ND,High Demand Growth,v6.2nei_low,NNP,1.161875597325322
ND,High Demand Growth,v6.2nei_mid,NNP,1.0504183315680478
ND,High Demand Growth 95 by 2035,v6.2jedi_high,95% by 2035,55.380285371355235
ND,High Demand Growth 95 by 2035,v6.2jedi_low,95% by 2035,54.08155612693813
ND,High Demand Growth 95 by 2035,v6.2jedi_mid,95% by 2035,54.67331857961963
ND,High Demand Growth 95 by 2035,v6.2nei_high,95% by 2035,55.38028537135524
ND,High Demand Growth 95 by 2035,v6.2nei_low,95% by 2035,54.08155612693813
ND,High Demand Growth 95 by 2035,v6.2nei_mid,95% by 2035,54.67331857961963
ND,High Demand Growth 95 by 2050,v6.2jedi_high,95% by 2050,3.4139108085260483
ND,High Demand Growth 95 by 2050,v6.2jedi_low,95% by 2050,3.51973365915894
ND,High Demand Growth 95 by 2050,v6.2jedi_mid,95% by 2050,3.4185652669112003
ND,High Demand Growth 95 by 2050,v6.2nei_high,95% by 2050,3.413910808526049
ND,High Demand Growth 95 by 2050,v6.2nei_low,95% by 2050,3.51973365915894
ND,High Demand Growth 95 by 2050,v6.2nei_mid,95% by 2050,3.4185652669112003
ND,High NG Price,v6.2jedi_high,NNP,1.0411670953512429
ND,High NG Price,v6.2jedi_low,NNP,1.1931722223389778
ND,High NG Price,v6.2jedi_mid,NNP,1.0691587623730836
ND,High NG Price,v6.2nei_high,NNP,1.0411670953512429
ND,High NG Price,v6.2nei_low,NNP,1.1931722223389778
ND,High NG Price,v6.2nei_mid,NNP,1.0691587623730836
ND,High NG Price 95 by 2035,v6.2jedi_high,95% by 2035,41.07870571308562
ND,High NG Price 95 by 2035,v6.2jedi_low,95% by 2035,39.79025730778774
ND,High NG Price 95 by 2035,v6.2jedi_mid,95% by 2035,40.509375950787906
ND,High NG Price 95 by 2035,v6.2nei_high,95% by 2035,41.07870571308562
ND,High NG Price 95 by 2035,v6.2nei_low,95% by 2035,39.79025730778774
ND,High NG Price 95 by 2035,v6.2nei_mid,95% by 2035,40.509375950787906
ND,High NG Price 95 by 2050,v6.2jedi_high,95% by 2050,1.1626310672423197
ND,High NG Price 95 by 2050,v6.2jedi_low,95% by 2050,1.4093474231545766
ND,High NG Price 95 by 2050,v6.2jedi_mid,95% by 2050,1.2127270529345766
ND,High NG Price 95 by 2050,v6.2nei_high,95% by 2050,1.1626310672423197
ND,High NG Price 95 by 2050,v6.2nei_low,95% by 2050,1.4093474231545766
ND,High NG Price 95 by 2050,v6.2nei_mid,95% by 2050,1.2127270529345766
ND,High RE Cost,v6.2jedi_high,NNP,0.693411186059254
ND,High RE Cost,v6.2jedi_low,NNP,0.6937696520325353
ND,High RE Cost,v6.2jedi_mid,NNP,0.6918789798383433
ND,High RE Cost,v6.2nei_high,NNP,0.693411186059254
ND,High RE Cost,v6.2nei_low,NNP,0.6937696520325353
ND,High RE Cost,v6.2nei_mid,NNP,0.6918789798383433
ND,High RE Cost 95 by 2035,v6.2jedi_high,95% by 2035,41.355155267827705
ND,High RE Cost 95 by 2035,v6.2jedi_low,95% by 2035,40.21425054377746
ND,High RE Cost 95 by 2035,v6.2jedi_mid,95% by 2035,40.81494580187699
ND,High RE Cost 95 by 2035,v6.2nei_high,95% by 2035,41.355155267827705
ND,High RE Cost 95 by 2035,v6.2nei_low,95% by 2035,40.21425054377746
ND,High RE Cost 95 by 2035,v6.2nei_mid,95% by 2035,40.81494580187699
ND,High RE Cost 95 by 2050,v6.2jedi_high,95% by 2050,1.654579669349839
ND,High RE Cost 95 by 2050,v6.2jedi_low,95% by 2050,1.737407753483591
ND,High RE Cost 95 by 2050,v6.2jedi_mid,95% by 2050,1.6713663291811423
ND,High RE Cost 95 by 2050,v6.2nei_high,95% by 2050,1.654579669349839
ND,High RE Cost 95 by 2050,v6.2nei_low,95% by 2050,1.737407753483591
ND,High RE Cost 95 by 2050,v6.2nei_mid,95% by 2050,1.6713663291811423
ND,High Trans,v6.2jedi_high,NNP,1.0752868136904525
ND,High Trans,v6.2jedi_low,NNP,1.1787871780093955
ND,High Trans,v6.2jedi_mid,NNP,1.0934189040897264
ND,High Trans,v6.2nei_high,NNP,1.0752868136904525
ND,High Trans,v6.2nei_low,NNP,1.1787871780093957
ND,High Trans,v6.2nei_mid,NNP,1.0934189040897262
ND,High Trans 95 by 2035,v6.2jedi_high,95% by 2035,75.39527178109753
ND,High Trans 95 by 2035,v6.2jedi_low,95% by 2035,72.46194351907324
ND,High Trans 95 by 2035,v6.2jedi_mid,95% by 2035,74.17347585573151
ND,High Trans 95 by 2035,v6.2nei_high,95% by 2035,75.39527178109753
ND,High Trans 95 by 2035,v6.2nei_low,95% by 2035,72.46194351907324
ND,High Trans 95 by 2035,v6.2nei_mid,95% by 2035,74.17347585573151
ND,High Trans 95 by 2050,v6.2jedi_high,95% by 2050,2.6328963639941154
ND,High Trans 95 by 2050,v6.2jedi_low,95% by 2050,2.832514448231876
ND,High Trans 95 by 2050,v6.2jedi_mid,95% by 2050,2.661761000021884
ND,High Trans 95 by 2050,v6.2nei_high,95% by 2050,2.6328963639941154
ND,High Trans 95 by 2050,v6.2nei_low,95% by 2050,2.832514448231876
ND,High Trans 95 by 2050,v6.2nei_mid,95% by 2050,2.661761000021884
ND,Low Demand Growth,v6.2jedi_high,NNP,0.7233272759685846
ND,Low Demand Growth,v6.2jedi_low,NNP,0.8552263070993275
ND,Low Demand Growth,v6.2jedi_mid,NNP,0.7492777526820938
ND,Low Demand Growth,v6.2nei_high,NNP,0.7233272759685847
ND,Low Demand Growth,v6.2nei_low,NNP,0.8552263070993275
ND,Low Demand Growth,v6.2nei_mid,NNP,0.7492777526820938
ND,Low Demand Growth 95 by 2035,v6.2jedi_high,95% by 2035,72.23386780524609
ND,Low Demand Growth 95 by 2035,v6.2jedi_low,95% by 2035,69.1906948863964
ND,Low Demand Growth 95 by 2035,v6.2jedi_mid,95% by 2035,71.04702249798133
ND,Low Demand Growth 95 by 2035,v6.2nei_high,95% by 2035,72.23386780524609
ND,Low Demand Growth 95 by 2035,v6.2nei_low,95% by 2035,69.1906948863964
ND,Low Demand Growth 95 by 2035,v6.2nei_mid,95% by 2035,71.04702249798133
ND,Low Demand Growth 95 by 2050,v6.2jedi_high,95% by 2050,1.0189537514170963
ND,Low Demand Growth 95 by 2050,v6.2jedi_low,95% by 2050,1.2035082744886958
ND,Low Demand Growth 95 by 2050,v6.2jedi_mid,95% by 2050,1.0611970312550958
ND,Low Demand Growth 95 by 2050,v6.2nei_high,95% by 2050,1.0189537514170963
ND,Low Demand Growth 95 by 2050,v6.2nei_low,95% by 2050,1.2035082744886958
ND,Low Demand Growth 95 by 2050,v6.2nei_mid,95% by 2050,1.0611970312550958
ND,Low Everything,v6.2jedi_high,NNP,0.5342768069210241
ND,Low Everything,v6.2jedi_low,NNP,0.604300782734055
ND,Low Everything,v6.2jedi_mid,NNP,0.5554249849865666
ND,Low Everything,v6.2nei_high,NNP,0.5342768069210242
ND,Low Everything,v6.2nei_low,NNP,0.6043007827340552
ND,Low Everything,v6.2nei_mid,NNP,0.5554249849865667
ND,Low Everything 95 by 2035,v6.2jedi_high,95% by 2035,69.25443814580126
ND,Low Everything 95 by 2035,v6.2jedi_low,95% by 2035,66.56095091354278
ND,Low Everything 95 by 2035,v6.2jedi_mid,95% by 2035,68.17986447334594
ND,Low Everything 95 by 2035,v6.2nei_high,95% by 2035,69.25443814580126
ND,Low Everything 95 by 2035,v6.2nei_low,95% by 2035,66.56095091354278
ND,Low Everything 95 by 2035,v6.2nei_mid,95% by 2035,68.17986447334594
ND,Low Everything 95 by 2050,v6.2jedi_high,95% by 2050,2.947983235290471
ND,Low Everything 95 by 2050,v6.2jedi_low,95% by 2050,2.9425306455816274
ND,Low Everything 95 by 2050,v6.2jedi_mid,95% by 2050,2.936684465294641
ND,Low Everything 95 by 2050,v6.2nei_high,95% by 2050,2.947983235290471
ND,Low Everything 95 by 2050,v6.2nei_low,95% by 2050,2.9425306455816274
ND,Low Everything 95 by 2050,v6.2nei_mid,95% by 2050,2.936684465294641
ND,Low NG Price,v6.2jedi_high,NNP,0.48271501308612313
ND,Low NG Price,v6.2jedi_low,NNP,0.5660891962038719
ND,Low NG Price,v6.2jedi_mid,NNP,0.5012895266650571
ND,Low NG Price,v6.2nei_high,NNP,0.48271501308612313
ND,Low NG Price,v6.2nei_low,NNP,0.5660891962038719
ND,Low NG Price,v6.2nei_mid,NNP,0.5012895266650571
ND,Low NG Price 95 by 2035,v6.2jedi_high,95% by 2035,69.39386760388268
ND,Low NG Price 95 by 2035,v6.2jedi_low,95% by 2035,66.78795261244132
ND,Low NG Price 95 by 2035,v6.2jedi_mid,95% by 2035,68.30512750278497
ND,Low NG Price 95 by 2035,v6.2nei_high,95% by 2035,69.39386760388268
ND,Low NG Price 95 by 2035,v6.2nei_low,95% by 2035,66.78795261244132
ND,Low NG Price 95 by 2035,v6.2nei_mid,95% by 2035,68.30512750278497
ND,Low NG Price 95 by 2050,v6.2jedi_high,95% by 2050,0.5471074971681255
ND,Low NG Price 95 by 2050,v6.2jedi_low,95% by 2050,0.7187484097835138
ND,Low NG Price 95 by 2050,v6.2jedi_mid,95% by 2050,0.5876655582914617
ND,Low NG Price 95 by 2050,v6.2nei_high,95% by 2050,0.5471074971681255
ND,Low NG Price 95 by 2050,v6.2nei_low,95% by 2050,0.7187484097835138
ND,Low NG Price 95 by 2050,v6.2nei_mid,95% by 2050,0.5876655582914617
ND,Low Nuclear CCS Cost,v6.2jedi_high,NNP,0.6702806857280471
ND,Low Nuclear CCS Cost,v6.2jedi_low,NNP,0.7307861883444057
ND,Low Nuclear CCS Cost,v6.2jedi_mid,NNP,0.6891929087392682
ND,Low Nuclear CCS Cost,v6.2nei_high,NNP,0.6702806857280471
ND,Low Nuclear CCS Cost,v6.2nei_low,NNP,0.7307861883444057
ND,Low Nuclear CCS Cost,v6.2nei_mid,NNP,0.6891929087392682
ND,Low Nuclear CCS Cost 95 by 2035,v6.2jedi_high,95% by 2035,29.916195378490862
ND,Low Nuclear CCS Cost 95 by 2035,v6.2jedi_low,95% by 2035,28.978199877825276
ND,Low Nuclear CCS Cost 95 by 2035,v6.2jedi_mid,95% by 2035,29.500254879368775
ND,Low Nuclear CCS Cost 95 by 2035,v6.2nei_high,95% by 2035,29.916195378490862
ND,Low Nuclear CCS Cost 95 by 2035,v6.2nei_low,95% by 2035,28.978199877825276
ND,Low Nuclear CCS Cost 95 by 2035,v6.2nei_mid,95% by 2035,29.500254879368775
ND,Low Nuclear CCS Cost 95 by 2050,v6.2jedi_high,95% by 2050,1.9876456916617993
ND,Low Nuclear CCS Cost 95 by 2050,v6.2jedi_low,95% by 2050,2.1629404046695884
ND,Low Nuclear CCS Cost 95 by 2050,v6.2jedi_mid,95% by 2050,2.013206133185247
ND,Low Nuclear CCS Cost 95 by 2050,v6.2nei_high,95% by 2050,1.9876456916617993
ND,Low Nuclear CCS Cost 95 by 2050,v6.2nei_low,95% by 2050,2.1629404046695884
ND,Low Nuclear CCS Cost 95 by 2050,v6.2nei_mid,95% by 2050,2.013206133185247
ND,Low RE Cost,v6.2jedi_high,NNP,0.6151843804696525
ND,Low RE Cost,v6.2jedi_low,NNP,0.7303049603316057
ND,Low RE Cost,v6.2jedi_mid,NNP,0.6425918604851999
ND,Low RE Cost,v6.2nei_high,NNP,0.6151843804696525
ND,Low RE Cost,v6.2nei_low,NNP,0.7303049603316057
ND,Low RE Cost,v6.2nei_mid,NNP,0.642591860480724
ND,Low RE Cost 95 by 2035,v6.2jedi_high,95% by 2035,61.747249057712494
ND,Low RE Cost 95 by 2035,v6.2jedi_low,95% by 2035,59.884586960691664
ND,Low RE Cost 95 by 2035,v6.2jedi_mid,95% by 2035,60.905198949300335
ND,Low RE Cost 95 by 2035,v6.2nei_high,95% by 2035,61.747249057712494
ND,Low RE Cost 95 by 2035,v6.2nei_low,95% by 2035,59.884586960691664
ND,Low RE Cost 95 by 2035,v6.2nei_mid,95% by 2035,60.905198949300335
ND,Low RE Cost 95 by 2050,v6.2jedi_high,95% by 2050,4.26019878925002
ND,Low RE Cost 95 by 2050,v6.2jedi_low,95% by 2050,4.339577193082716
ND,Low RE Cost 95 by 2050,v6.2jedi_mid,95% by 2050,4.2497775659643695
ND,Low RE Cost 95 by 2050,v6.2nei_high,95% by 2050,4.26019878925002
ND,Low RE Cost 95 by 2050,v6.2nei_low,95% by 2050,4.339577193082716
ND,Low RE Cost 95 by 2050,v6.2nei_mid,95% by 2050,4.2497775659643695
ND,Low Trans,v6.2jedi_high,NNP,1.0420242020656816
ND,Low Trans,v6.2jedi_low,NNP,1.3291375636122384
ND,Low Trans,v6.2jedi_mid,NNP,1.0829884839383985
ND,Low Trans,v6.2nei_high,NNP,1.0420242020656816
ND,Low Trans,v6.2nei_low,NNP,1.3291375636122384
ND,Low Trans,v6.2nei_mid,NNP,1.0829884839383985
ND,Low Trans 95 by 2035,v6.2jedi_high,95% by 2035,52.48186640639597
ND,Low Trans 95 by 2035,v6.2jedi_low,95% by 2035,51.3813411317677
ND,Low Trans 95 by 2035,v6.2jedi_mid,95% by 2035,51.82320217560471
ND,Low Trans 95 by 2035,v6.2nei_high,95% by 2035,52.48186640639597
ND,Low Trans 95 by 2035,v6.2nei_low,95% by 2035,51.3813411317677
ND,Low Trans 95 by 2035,v6.2nei_mid,95% by 2035,51.82320217560471
ND,Low Trans 95 by 2050,v6.2jedi_high,95% by 2050,0.8880290639084085
ND,Low Trans 95 by 2050,v6.2jedi_low,95% by 2050,1.0480890154374691
ND,Low Trans 95 by 2050,v6.2jedi_mid,95% by 2050,0.9237708017796419
ND,Low Trans 95 by 2050,v6.2nei_high,95% by 2050,0.8880290639084085
ND,Low Trans 95 by 2050,v6.2nei_low,95% by 2050,1.0480890154374691
ND,Low Trans 95 by 2050,v6.2nei_mid,95% by 2050,0.9237708017796417
ND,Mid Case,v6.2jedi_high,NNP,0.587531798647329
ND,Mid Case,v6.2jedi_low,NNP,0.6533951677213428
ND,Mid Case,v6.2jedi_mid,NNP,0.6081142019132376
ND,Mid Case,v6.2nei_high,NNP,0.587531798647329
ND,Mid Case,v6.2nei_low,NNP,0.6533951677213428
ND,Mid Case,v6.2nei_mid,NNP,0.6081142019132376
ND,Mid Case 95 by 2035,v6.2jedi_high,95% by 2035,67.93530330764118
ND,Mid Case 95 by 2035,v6.2jedi_low,95% by 2035,65.29504705265241
ND,Mid Case 95 by 2035,v6.2jedi_mid,95% by 2035,66.86914296217542
ND,Mid Case 95 by 2035,v6.2nei_high,95% by 2035,67.93530330764118
ND,Mid Case 95 by 2035,v6.2nei_low,95% by 2035,65.29504705265241
ND,Mid Case 95 by 2035,v6.2nei_mid,95% by 2035,66.86914296217542
ND,Mid Case 95 by 2050,v6.2jedi_high,95% by 2050,1.5080724074968868
ND,Mid Case 95 by 2050,v6.2jedi_low,95% by 2050,1.6566839454533766
ND,Mid Case 95 by 2050,v6.2jedi_mid,95% by 2050,1.5352589892176036
